"Item","Category","Selection Scope","Manufacturer","Manufacturer Part Number","Preferred Distributor","Preferred Distributor Ordering Code","Alternate Distributor","Alternate Distributor Ordering Code","Lifecycle","Stock Status","RoHS","Second Source","Approved Alternate","Approved Alternate Vendor Code","Freeze Status","Sourcing Risk","Requirement Trace Reference","Risk","Review Date"
"02_Power_Conversion/R226","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"02_Power_Conversion/R227","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"02_Power_Conversion/R228","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"02_Power_Conversion/R229","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"02_Power_Conversion/R230","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"02_Power_Conversion/R231","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"03_ESP32_Core/C301","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"03_ESP32_Core/C302","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"03_ESP32_Core/C303","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"03_ESP32_Core/C304","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"03_ESP32_Core/C305","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-03 QER-RST-01..08; ECO-009R; PAS-01R; TPS3890-Q1 SBVS303B","ECO-009R timing implementation verified: 79.1..136.6 ms satisfies QER-03. BLOCKED only for exact U302/C305 MPN, lifecycle, sourcing, and prototype confirmation in PACS-01.","2026-07-31"
"03_ESP32_Core/C306","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” exact dielectric, DC-bias effective capacitance, ripple/ESR, aging, and stability evidence are incomplete.","2026-07-31"
"03_ESP32_Core/R301","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"03_ESP32_Core/R302","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"03_ESP32_Core/R303","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"03_ESP32_Core/R304","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"03_ESP32_Core/R305","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C401","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C402","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C403","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C404","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C405","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C406","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C407","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C408","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C409","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C410","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C411","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C412","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C413","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C414","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C415","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C416","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C417","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C418","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C419","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C420","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C421","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C422","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C423","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C424","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C425","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C426","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C427","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C428","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C429","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C430","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/C431","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R401","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R402","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R403","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R404","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R405","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R406","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R407","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
